"Ensembl_ID" "Gene_symbol" "Biotype" "Comparison" "logFC" "FDR"
"ENSG00000099899" "TRMT2A" "Protein_Coding" "Normal vs Doxo-treated" 0.176222124 1
"ENSG00000099904" "ZDHHC8" "Protein_Coding" "Normal vs Doxo-treated" -0.002942615 1
"ENSG00000099910" "KLHL22" "Protein_Coding" "Normal vs Doxo-treated" 0.162464666 1
"ENSG00000099917" "MED15" "Protein_Coding" "Normal vs Doxo-treated" 0.256827385 1
"ENSG00000099942" "CRKL" "Protein_Coding" "Normal vs Doxo-treated" -0.086060036 1
"ENSG00000099949" "LZTR1" "Protein_Coding" "Normal vs Doxo-treated" -0.315640992 1
"ENSG00000099953" "MMP11" "Protein_Coding" "Normal vs Doxo-treated" -0.631628578 1
"ENSG00000099957" "P2RX6" "Protein_Coding" "Normal vs Doxo-treated" -0.263323454 1
"ENSG00000099958" "DERL3" "Protein_Coding" "Normal vs Doxo-treated" 0.987114608 1
"ENSG00000099960" "SLC7A4" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000099974" "DDTL" "Protein_Coding" "Normal vs Doxo-treated" 0.453053414 1
"ENSG00000099977" "DDT" "Protein_Coding" "Normal vs Doxo-treated" -0.188474738 1
"ENSG00000099992" "TBC1D10A" "Protein_Coding" "Normal vs Doxo-treated" -0.195040129 1
"ENSG00000099994" "SUSD2" "Protein_Coding" "Normal vs Doxo-treated" 0.092415365 1
"ENSG00000099995" "SF3A1" "Protein_Coding" "Normal vs Doxo-treated" -0.161327786 1
"ENSG00000100014" "SPECC1L" "Protein_Coding" "Normal vs Doxo-treated" -0.232482985 1
"ENSG00000100024" "UPB1" "Protein_Coding" "Normal vs Doxo-treated" 0.154648169 1
"ENSG00000100027" "YPEL1" "Protein_Coding" "Normal vs Doxo-treated" 0.35368573 1
"ENSG00000100029" "PES1" "Protein_Coding" "Normal vs Doxo-treated" 0.009908217 1
"ENSG00000100030" "MAPK1" "Protein_Coding" "Normal vs Doxo-treated" -0.300706095 1
"ENSG00000100034" "PPM1F" "Protein_Coding" "Normal vs Doxo-treated" 0.153857916 1
"ENSG00000100053" "CRYBB3" "Protein_Coding" "Normal vs Doxo-treated" 0.821390465 1
"ENSG00000100055" "CYTH4" "Protein_Coding" "Normal vs Doxo-treated" 0.591067533 1
"ENSG00000100075" "SLC25A1" "Protein_Coding" "Normal vs Doxo-treated" -0.290185336 1
"ENSG00000100077" "GRK3" "Protein_Coding" "Normal vs Doxo-treated" -0.550995224 1
"ENSG00000100084" "HIRA" "Protein_Coding" "Normal vs Doxo-treated" -0.174381976 1
"ENSG00000100092" "SH3BP1" "Protein_Coding" "Normal vs Doxo-treated" 0.015989935 1
"ENSG00000100099" "HPS4" "Protein_Coding" "Normal vs Doxo-treated" -0.048226204 1
"ENSG00000100101" "ENSG00000100101" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000100121" "GGTLC2" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000100124" "ANKRD54" "Protein_Coding" "Normal vs Doxo-treated" 0.401635582 1
"ENSG00000100142" "POLR2F" "Protein_Coding" "Normal vs Doxo-treated" -0.29783758 1
"ENSG00000100147" "CCDC134" "Protein_Coding" "Normal vs Doxo-treated" 0.29587283 1
"ENSG00000100150" "DEPDC5" "Protein_Coding" "Normal vs Doxo-treated" -0.45714321 1
"ENSG00000100151" "PICK1" "Protein_Coding" "Normal vs Doxo-treated" -0.059068769 1
"ENSG00000100162" "CENPM" "Protein_Coding" "Normal vs Doxo-treated" 0.287146557 1
"ENSG00000100197" "CYP2D6" "Protein_Coding" "Normal vs Doxo-treated" -0.832893223 1
"ENSG00000100206" "DMC1" "Protein_Coding" "Normal vs Doxo-treated" 0.007879817 1
"ENSG00000100207" "TCF20" "Protein_Coding" "Normal vs Doxo-treated" -0.383187427 1
"ENSG00000100209" "HSCB" "Protein_Coding" "Normal vs Doxo-treated" 0.010652431 1
"ENSG00000100216" "TOMM22" "Protein_Coding" "Normal vs Doxo-treated" -0.177567016 1
"ENSG00000100219" "XBP1" "Protein_Coding" "Normal vs Doxo-treated" 0.09028361 1
"ENSG00000100220" "RTCB" "Protein_Coding" "Normal vs Doxo-treated" -0.270124584 1
"ENSG00000100221" "JOSD1" "Protein_Coding" "Normal vs Doxo-treated" -0.007905149 1
"ENSG00000100225" "FBXO7" "Protein_Coding" "Normal vs Doxo-treated" -0.208746897 1
"ENSG00000100227" "POLDIP3" "Protein_Coding" "Normal vs Doxo-treated" 0.681344456 1
"ENSG00000100228" "RAB36" "Protein_Coding" "Normal vs Doxo-treated" -0.580701077 1
"ENSG00000100234" "TIMP3" "Protein_Coding" "Normal vs Doxo-treated" 0.534604369 1
"ENSG00000100241" "SBF1" "Protein_Coding" "Normal vs Doxo-treated" 0.410431059 1
"ENSG00000100242" "SUN2" "Protein_Coding" "Normal vs Doxo-treated" 0.06011348 1
"ENSG00000100243" "CYB5R3" "Protein_Coding" "Normal vs Doxo-treated" -0.345679553 1
"ENSG00000100246" "DNAL4" "Protein_Coding" "Normal vs Doxo-treated" -0.221323806 1
"ENSG00000100266" "PACSIN2" "Protein_Coding" "Normal vs Doxo-treated" -0.298798623 1
"ENSG00000100276" "RASL10A" "Protein_Coding" "Normal vs Doxo-treated" -0.252374588 1
"ENSG00000100280" "AP1B1" "Protein_Coding" "Normal vs Doxo-treated" 0.010802134 1
"ENSG00000100284" "TOM1" "Protein_Coding" "Normal vs Doxo-treated" -0.097279055 1
"ENSG00000100288" "CHKB" "Protein_Coding" "Normal vs Doxo-treated" -0.687949499 1
"ENSG00000100292" "HMOX1" "Protein_Coding" "Normal vs Doxo-treated" -0.065539593 1
"ENSG00000100294" "MCAT" "Protein_Coding" "Normal vs Doxo-treated" 0.35348109 1
"ENSG00000100296" "THOC5" "Protein_Coding" "Normal vs Doxo-treated" -0.241379053 1
"ENSG00000100300" "TSPO" "Protein_Coding" "Normal vs Doxo-treated" -0.061060668 1
"ENSG00000100304" "TTLL12" "Protein_Coding" "Normal vs Doxo-treated" 0.110413984 1
"ENSG00000100325" "ASCC2" "Protein_Coding" "Normal vs Doxo-treated" -0.131107785 1
"ENSG00000100341" "PNPLA5" "Protein_Coding" "Normal vs Doxo-treated" -0.125658822 1
"ENSG00000100342" "APOL1" "Protein_Coding" "Normal vs Doxo-treated" -0.250544067 1
"ENSG00000100345" "MYH9" "Protein_Coding" "Normal vs Doxo-treated" -0.481077924 1
"ENSG00000100347" "SAMM50" "Protein_Coding" "Normal vs Doxo-treated" -0.093456145 1
"ENSG00000100348" "TXN2" "Protein_Coding" "Normal vs Doxo-treated" 0.278343543 1
"ENSG00000100353" "EIF3D" "Protein_Coding" "Normal vs Doxo-treated" -0.119002299 1
"ENSG00000100360" "IFT27" "Protein_Coding" "Normal vs Doxo-treated" -0.416077022 1
"ENSG00000100362" "PVALB" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000100368" "CSF2RB" "Protein_Coding" "Normal vs Doxo-treated" -0.273254458 1
"ENSG00000100372" "SLC25A17" "Protein_Coding" "Normal vs Doxo-treated" -0.104443798 1
"ENSG00000100373" "UPK3A" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000100376" "FAM118A" "Protein_Coding" "Normal vs Doxo-treated" -0.477056101 1
"ENSG00000100380" "ST13" "Protein_Coding" "Normal vs Doxo-treated" -0.363866876 1
"ENSG00000100385" "IL2RB" "Protein_Coding" "Normal vs Doxo-treated" 0.819349996 1
"ENSG00000100410" "PHF5A" "Protein_Coding" "Normal vs Doxo-treated" 0.235453847 1
"ENSG00000100412" "ACO2" "Protein_Coding" "Normal vs Doxo-treated" 0.019602051 1
"ENSG00000100416" "TRMU" "Protein_Coding" "Normal vs Doxo-treated" -0.380878442 1
"ENSG00000100418" "DESI1" "Protein_Coding" "Normal vs Doxo-treated" 0.29282562 1
"ENSG00000100425" "BRD1" "Protein_Coding" "Normal vs Doxo-treated" -0.117843551 1
"ENSG00000100426" "ZBED4" "Protein_Coding" "Normal vs Doxo-treated" -0.345944818 1
"ENSG00000100427" "MLC1" "Protein_Coding" "Normal vs Doxo-treated" 0.108628813 1
"ENSG00000100429" "HDAC10" "Protein_Coding" "Normal vs Doxo-treated" 0.225954312 1
"ENSG00000100441" "KHNYN" "Protein_Coding" "Normal vs Doxo-treated" 0.063111292 1
"ENSG00000100445" "SDR39U1" "Protein_Coding" "Normal vs Doxo-treated" -0.444518461 1
"ENSG00000100461" "RBM23" "Protein_Coding" "Normal vs Doxo-treated" -0.368655144 1
"ENSG00000100462" "PRMT5" "Protein_Coding" "Normal vs Doxo-treated" -0.240719227 1
"ENSG00000100473" "COCH" "Protein_Coding" "Normal vs Doxo-treated" 0.343322557 1
"ENSG00000100478" "AP4S1" "Protein_Coding" "Normal vs Doxo-treated" 0.498179873 1
"ENSG00000100483" "VCPKMT" "Protein_Coding" "Normal vs Doxo-treated" -0.261630441 1
"ENSG00000100485" "SOS2" "Protein_Coding" "Normal vs Doxo-treated" -0.168856688 1
"ENSG00000100504" "PYGL" "Protein_Coding" "Normal vs Doxo-treated" -0.14924189 1
"ENSG00000100519" "PSMC6" "Protein_Coding" "Normal vs Doxo-treated" -0.217669664 1
"ENSG00000100564" "PIGH" "Protein_Coding" "Normal vs Doxo-treated" -0.554735206 1
"ENSG00000100567" "PSMA3" "Protein_Coding" "Normal vs Doxo-treated" 0.022374995 1
"ENSG00000100575" "TIMM9" "Protein_Coding" "Normal vs Doxo-treated" -0.535790654 1
"ENSG00000100577" "GSTZ1" "Protein_Coding" "Normal vs Doxo-treated" -0.071555163 1
"ENSG00000100580" "TMED8" "Protein_Coding" "Normal vs Doxo-treated" -0.310454158 1
"ENSG00000100583" "SAMD15" "Protein_Coding" "Normal vs Doxo-treated" -0.379590697 1
"ENSG00000100591" "AHSA1" "Protein_Coding" "Normal vs Doxo-treated" 0.145499998 1
"ENSG00000100600" "LGMN" "Protein_Coding" "Normal vs Doxo-treated" -0.058575932 1
"ENSG00000100601" "ALKBH1" "Protein_Coding" "Normal vs Doxo-treated" 0.568303073 1
"ENSG00000100603" "SNW1" "Protein_Coding" "Normal vs Doxo-treated" -0.281821021 1
"ENSG00000100605" "ITPK1" "Protein_Coding" "Normal vs Doxo-treated" -0.068102333 1
"ENSG00000100612" "DHRS7" "Protein_Coding" "Normal vs Doxo-treated" 0.287132268 1
"ENSG00000100626" "GALNT16" "Protein_Coding" "Normal vs Doxo-treated" -0.009625992 1
"ENSG00000100632" "ERH" "Protein_Coding" "Normal vs Doxo-treated" -0.233201005 1
"ENSG00000100650" "SRSF5" "Protein_Coding" "Normal vs Doxo-treated" 0.255750504 1
"ENSG00000100664" "EIF5" "Protein_Coding" "Normal vs Doxo-treated" -0.043877161 1
"ENSG00000100711" "ZFYVE21" "Protein_Coding" "Normal vs Doxo-treated" -0.036308605 1
"ENSG00000100744" "GSKIP" "Protein_Coding" "Normal vs Doxo-treated" -0.239387457 1
"ENSG00000100749" "VRK1" "Protein_Coding" "Normal vs Doxo-treated" 0.162504703 1
"ENSG00000100764" "PSMC1" "Protein_Coding" "Normal vs Doxo-treated" -0.194007641 1
"ENSG00000100784" "RPS6KA5" "Protein_Coding" "Normal vs Doxo-treated" -0.401066699 1
"ENSG00000100804" "PSMB5" "Protein_Coding" "Normal vs Doxo-treated" 0.097834999 1
"ENSG00000100811" "YY1" "Protein_Coding" "Normal vs Doxo-treated" -0.020966963 1
"ENSG00000100813" "ACIN1" "Protein_Coding" "Normal vs Doxo-treated" -0.135039596 1
"ENSG00000100814" "CCNB1IP1" "Protein_Coding" "Normal vs Doxo-treated" -0.273096741 1
"ENSG00000100842" "EFS" "Protein_Coding" "Normal vs Doxo-treated" 0.359987978 1
"ENSG00000100883" "SRP54" "Protein_Coding" "Normal vs Doxo-treated" -0.337188154 1
"ENSG00000100884" "CPNE6" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000100889" "PCK2" "Protein_Coding" "Normal vs Doxo-treated" -0.434099672 1
"ENSG00000100890" "PRORP" "Protein_Coding" "Normal vs Doxo-treated" -0.450769461 1
"ENSG00000100902" "PSMA6" "Protein_Coding" "Normal vs Doxo-treated" -0.656292744 1
"ENSG00000100908" "EMC9" "Protein_Coding" "Normal vs Doxo-treated" 0.185215892 1
"ENSG00000100918" "REC8" "Protein_Coding" "Normal vs Doxo-treated" -0.347794062 1
"ENSG00000100926" "TM9SF1" "Protein_Coding" "Normal vs Doxo-treated" 0.086940131 1
"ENSG00000100941" "PNN" "Protein_Coding" "Normal vs Doxo-treated" 0.015020654 1
"ENSG00000100982" "PCIF1" "Protein_Coding" "Normal vs Doxo-treated" -0.103871095 1
"ENSG00000100983" "GSS" "Protein_Coding" "Normal vs Doxo-treated" -0.032802227 1
"ENSG00000100997" "ABHD12" "Protein_Coding" "Normal vs Doxo-treated" -0.072339985 1
"ENSG00000101003" "GINS1" "Protein_Coding" "Normal vs Doxo-treated" 0.695297758 1
"ENSG00000101004" "NINL" "Protein_Coding" "Normal vs Doxo-treated" -0.008347035 1
"ENSG00000101019" "UQCC1" "Protein_Coding" "Normal vs Doxo-treated" 0.383255753 1
"ENSG00000101040" "ZMYND8" "Protein_Coding" "Normal vs Doxo-treated" 0.088044048 1
"ENSG00000101057" "MYBL2" "Protein_Coding" "Normal vs Doxo-treated" 0.506215686 1
"ENSG00000101084" "RAB5IF" "Protein_Coding" "Normal vs Doxo-treated" -0.210379779 1
"ENSG00000101098" "RIMS4" "Protein_Coding" "Normal vs Doxo-treated" -0.060784173 1
"ENSG00000101104" "PABPC1L" "Protein_Coding" "Normal vs Doxo-treated" -0.28276836 1
"ENSG00000101109" "STK4" "Protein_Coding" "Normal vs Doxo-treated" -0.151325457 1
"ENSG00000101132" "PFDN4" "Protein_Coding" "Normal vs Doxo-treated" -0.159912923 1
"ENSG00000101138" "CSTF1" "Protein_Coding" "Normal vs Doxo-treated" -0.234738848 1
"ENSG00000101146" "RAE1" "Protein_Coding" "Normal vs Doxo-treated" 0.263489505 1
"ENSG00000101150" "TPD52L2" "Protein_Coding" "Normal vs Doxo-treated" -0.135815467 1
"ENSG00000101152" "DNAJC5" "Protein_Coding" "Normal vs Doxo-treated" 0.150582858 1
"ENSG00000101160" "CTSZ" "Protein_Coding" "Normal vs Doxo-treated" -0.230296263 1
"ENSG00000101161" "PRPF6" "Protein_Coding" "Normal vs Doxo-treated" -0.335162183 1
"ENSG00000101181" "MTG2" "Protein_Coding" "Normal vs Doxo-treated" 0.093538661 1
"ENSG00000101188" "NTSR1" "Protein_Coding" "Normal vs Doxo-treated" -0.667304453 1
"ENSG00000101191" "DIDO1" "Protein_Coding" "Normal vs Doxo-treated" -0.057235224 1
"ENSG00000101193" "GID8" "Protein_Coding" "Normal vs Doxo-treated" 0.020216505 1
"ENSG00000101194" "SLC17A9" "Protein_Coding" "Normal vs Doxo-treated" -0.009811941 1
"ENSG00000101197" "BIRC7" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000101204" "CHRNA4" "Protein_Coding" "Normal vs Doxo-treated" 0.714481851 1
"ENSG00000101216" "GMEB2" "Protein_Coding" "Normal vs Doxo-treated" 0.191525562 1
"ENSG00000101222" "SPEF1" "Protein_Coding" "Normal vs Doxo-treated" 0.48185749 1
"ENSG00000101246" "ARFRP1" "Protein_Coding" "Normal vs Doxo-treated" -0.433764136 1
"ENSG00000101247" "NDUFAF5" "Protein_Coding" "Normal vs Doxo-treated" 0.115674774 1
"ENSG00000101255" "TRIB3" "Protein_Coding" "Normal vs Doxo-treated" 0.218276578 1
"ENSG00000101265" "RASSF2" "Protein_Coding" "Normal vs Doxo-treated" 0.099129423 1
"ENSG00000101294" "HM13" "Protein_Coding" "Normal vs Doxo-treated" 0.119270708 1
"ENSG00000101310" "SEC23B" "Protein_Coding" "Normal vs Doxo-treated" -0.131102322 1
"ENSG00000101333" "PLCB4" "Protein_Coding" "Normal vs Doxo-treated" -0.686964338 1
"ENSG00000101335" "MYL9" "Protein_Coding" "Normal vs Doxo-treated" -0.131308213 1
"ENSG00000101343" "CRNKL1" "Protein_Coding" "Normal vs Doxo-treated" -0.182765777 1
"ENSG00000101350" "KIF3B" "Protein_Coding" "Normal vs Doxo-treated" 0.193754651 1
"ENSG00000101365" "IDH3B" "Protein_Coding" "Normal vs Doxo-treated" 0.208124389 1
"ENSG00000101391" "CDK5RAP1" "Protein_Coding" "Normal vs Doxo-treated" 0.406784505 1
"ENSG00000101413" "RPRD1B" "Protein_Coding" "Normal vs Doxo-treated" -0.104614971 1
"ENSG00000101421" "CHMP4B" "Protein_Coding" "Normal vs Doxo-treated" -0.197095306 1
"ENSG00000101435" "CST9L" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000101439" "CST3" "Protein_Coding" "Normal vs Doxo-treated" 0.440642294 1
"ENSG00000101444" "AHCY" "Protein_Coding" "Normal vs Doxo-treated" -0.031668872 1
"ENSG00000101445" "PPP1R16B" "Protein_Coding" "Normal vs Doxo-treated" 0.011891344 1
"ENSG00000101446" "SPINT3" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000101448" "EPPIN" "Protein_Coding" "Normal vs Doxo-treated" -0.14360888 1
"ENSG00000101452" "DHX35" "Protein_Coding" "Normal vs Doxo-treated" -0.601975238 1
"ENSG00000101460" "MAP1LC3A" "Protein_Coding" "Normal vs Doxo-treated" 0.424752604 1
"ENSG00000101473" "ACOT8" "Protein_Coding" "Normal vs Doxo-treated" -0.118885262 1
"ENSG00000101474" "APMAP" "Protein_Coding" "Normal vs Doxo-treated" -0.023080881 1
"ENSG00000101544" "ADNP2" "Protein_Coding" "Normal vs Doxo-treated" -0.365936132 1
"ENSG00000101574" "METTL4" "Protein_Coding" "Normal vs Doxo-treated" -0.347230901 1
"ENSG00000101577" "LPIN2" "Protein_Coding" "Normal vs Doxo-treated" -0.061144113 1
"ENSG00000101605" "MYOM1" "Protein_Coding" "Normal vs Doxo-treated" 0.677451678 1
"ENSG00000101608" "MYL12A" "Protein_Coding" "Normal vs Doxo-treated" 0.099440667 1
"ENSG00000101638" "ST8SIA5" "Protein_Coding" "Normal vs Doxo-treated" -0.040159875 1
"ENSG00000101665" "SMAD7" "Protein_Coding" "Normal vs Doxo-treated" 0.044355513 1
"ENSG00000101670" "LIPG" "Protein_Coding" "Normal vs Doxo-treated" 0.584603273 1
"ENSG00000101680" "LAMA1" "Protein_Coding" "Normal vs Doxo-treated" -0.574541419 1
"ENSG00000101695" "RNF125" "Protein_Coding" "Normal vs Doxo-treated" -0.233738657 1
"ENSG00000101752" "MIB1" "Protein_Coding" "Normal vs Doxo-treated" -0.352135494 1
"ENSG00000101773" "RBBP8" "Protein_Coding" "Normal vs Doxo-treated" -0.134614338 1
"ENSG00000101811" "CSTF2" "Protein_Coding" "Normal vs Doxo-treated" -0.363983519 1
"ENSG00000101812" "H2BW2" "Protein_Coding" "Normal vs Doxo-treated" 0.770070918 1
"ENSG00000101825" "MXRA5" "Protein_Coding" "Normal vs Doxo-treated" -0.30089954 1
"ENSG00000101843" "PSMD10" "Protein_Coding" "Normal vs Doxo-treated" 0.003435325 1
"ENSG00000101846" "STS" "Protein_Coding" "Normal vs Doxo-treated" -0.181031083 1
"ENSG00000101856" "PGRMC1" "Protein_Coding" "Normal vs Doxo-treated" 0.017027716 1
"ENSG00000101871" "MID1" "Protein_Coding" "Normal vs Doxo-treated" -0.504846867 1
"ENSG00000101882" "NKAP" "Protein_Coding" "Normal vs Doxo-treated" 0.162586991 1
"ENSG00000101883" "RHOXF1" "Protein_Coding" "Normal vs Doxo-treated" -0.793053265 1
"ENSG00000101888" "NXT2" "Protein_Coding" "Normal vs Doxo-treated" 0.403733765 1
"ENSG00000101898" "MCTS2" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000101901" "ALG13" "Protein_Coding" "Normal vs Doxo-treated" -0.472748024 1
"ENSG00000101935" "AMMECR1" "Protein_Coding" "Normal vs Doxo-treated" -0.362521141 1
"ENSG00000101986" "ABCD1" "Protein_Coding" "Normal vs Doxo-treated" 0.315282401 1
"ENSG00000101997" "CCDC22" "Protein_Coding" "Normal vs Doxo-treated" -0.360111574 1
"ENSG00000102007" "PLP2" "Protein_Coding" "Normal vs Doxo-treated" -0.136363131 1
"ENSG00000102010" "BMX" "Protein_Coding" "Normal vs Doxo-treated" -0.908888376 1
"ENSG00000102024" "PLS3" "Protein_Coding" "Normal vs Doxo-treated" 0.36956363 1
"ENSG00000102030" "NAA10" "Protein_Coding" "Normal vs Doxo-treated" -0.187277104 1
"ENSG00000102043" "MTMR8" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000102054" "RBBP7" "Protein_Coding" "Normal vs Doxo-treated" -0.293157196 1
"ENSG00000102055" "PPP1R2C" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000102081" "FMR1" "Protein_Coding" "Normal vs Doxo-treated" 0.318445189 1
"ENSG00000102100" "SLC35A2" "Protein_Coding" "Normal vs Doxo-treated" -0.131101258 1
"ENSG00000102103" "PQBP1" "Protein_Coding" "Normal vs Doxo-treated" -0.400469892 1
"ENSG00000102104" "RS1" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000102109" "PCSK1N" "Protein_Coding" "Normal vs Doxo-treated" -0.250480181 1
"ENSG00000102119" "EMD" "Protein_Coding" "Normal vs Doxo-treated" 0.131434294 1
"ENSG00000102174" "PHEX" "Protein_Coding" "Normal vs Doxo-treated" -0.183444275 1
"ENSG00000102189" "EEA1" "Protein_Coding" "Normal vs Doxo-treated" 0.116811937 1
"ENSG00000102218" "RP2" "Protein_Coding" "Normal vs Doxo-treated" 0.435627426 1
"ENSG00000102221" "JADE3" "Protein_Coding" "Normal vs Doxo-treated" 0.238344807 1
"ENSG00000102225" "CDK16" "Protein_Coding" "Normal vs Doxo-treated" -0.059614108 1
"ENSG00000102239" "BRS3" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000102245" "CD40LG" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000102265" "TIMP1" "Protein_Coding" "Normal vs Doxo-treated" -0.58864326 1
"ENSG00000102309" "PIN4" "Protein_Coding" "Normal vs Doxo-treated" -0.032777255 1
"ENSG00000102312" "PORCN" "Protein_Coding" "Normal vs Doxo-treated" 0.080323524 1
"ENSG00000102316" "MAGED2" "Protein_Coding" "Normal vs Doxo-treated" 0.296920754 1
"ENSG00000102349" "KLF8" "Protein_Coding" "Normal vs Doxo-treated" -0.503259569 1
"ENSG00000102359" "SRPX2" "Protein_Coding" "Normal vs Doxo-treated" -0.19800742 1
"ENSG00000102362" "SYTL4" "Protein_Coding" "Normal vs Doxo-treated" -0.357980562 1
"ENSG00000102390" "PBDC1" "Protein_Coding" "Normal vs Doxo-treated" -0.079896533 1
"ENSG00000102401" "ARMCX3" "Protein_Coding" "Normal vs Doxo-treated" 0.318919081 1
"ENSG00000102452" "NALCN" "Protein_Coding" "Normal vs Doxo-treated" -0.393522705 1
"ENSG00000102466" "FGF14" "Protein_Coding" "Normal vs Doxo-treated" -0.326815039 1
"ENSG00000102471" "NDFIP2" "Protein_Coding" "Normal vs Doxo-treated" -0.017360187 1
"ENSG00000102524" "TNFSF13B" "Protein_Coding" "Normal vs Doxo-treated" 0.668834725 1
"ENSG00000102543" "CDADC1" "Protein_Coding" "Normal vs Doxo-treated" 0.125183436 1
"ENSG00000102572" "STK24" "Protein_Coding" "Normal vs Doxo-treated" 0.084845169 1
"ENSG00000102595" "UGGT2" "Protein_Coding" "Normal vs Doxo-treated" -0.170388462 1
"ENSG00000102683" "SGCG" "Protein_Coding" "Normal vs Doxo-treated" 0.127645774 1
"ENSG00000102710" "SUPT20H" "Protein_Coding" "Normal vs Doxo-treated" -0.2224323 1
"ENSG00000102738" "MRPS31" "Protein_Coding" "Normal vs Doxo-treated" -0.317287163 1
"ENSG00000102781" "KATNAL1" "Protein_Coding" "Normal vs Doxo-treated" -0.344043045 1
"ENSG00000102796" "DHRS12" "Protein_Coding" "Normal vs Doxo-treated" 0.729526884 1
"ENSG00000102802" "MEDAG" "Protein_Coding" "Normal vs Doxo-treated" -0.358264733 1
"ENSG00000102805" "CLN5" "Protein_Coding" "Normal vs Doxo-treated" -0.322817313 1
"ENSG00000102854" "MSLN" "Protein_Coding" "Normal vs Doxo-treated" 0.90672029 1
"ENSG00000102870" "ZNF629" "Protein_Coding" "Normal vs Doxo-treated" -0.197707251 1
"ENSG00000102890" "ELMO3" "Protein_Coding" "Normal vs Doxo-treated" 0.67966218 1
"ENSG00000102898" "NUTF2" "Protein_Coding" "Normal vs Doxo-treated" -0.349959355 1
"ENSG00000102900" "NUP93" "Protein_Coding" "Normal vs Doxo-treated" 0.189315355 1
"ENSG00000102904" "TSNAXIP1" "Protein_Coding" "Normal vs Doxo-treated" 0.127987669 1
"ENSG00000102910" "LONP2" "Protein_Coding" "Normal vs Doxo-treated" -0.255614152 1
"ENSG00000102921" "N4BP1" "Protein_Coding" "Normal vs Doxo-treated" -0.233558331 1
"ENSG00000103005" "USB1" "Protein_Coding" "Normal vs Doxo-treated" 0.197048958 1
"ENSG00000103018" "CYB5B" "Protein_Coding" "Normal vs Doxo-treated" -0.005068813 1
